SQUARE_FT,TARGET(PRICE_IN_LACS)
1150.086256,60
1150.086256,60
1150.086256,20
1150.086256,60
1150.086256,40
1150.086256,80
1150.086256,60
1150.086256,60
1150.086256,60
1150.086256,60
1150.086256,20
1150.086256,40
1150.086256,40
1150.086256,120
1150.086256,120
1150.086256,80
1150.086256,60
1150.075415,61
1150.073565,46.9
1150.070126,41
1150.070126,41
1150.070126,41
1150.070126,82
1150.064923,62
1150.064923,62
1150.062353,83
1150.062353,83
1150.054765,63
1150.054765,42
1150.054765,63
1150.054765,63
1150.054765,42
1150.054765,63
1150.054765,42
1150.054765,42
1150.054765,210
1150.054765,63
1150.05145,190
1150.05145,190
1150.049358,69.9
1150.049358,69.9
1150.047355,85
1150.047355,85
1150.047355,85
1150.047355,170
1150.047355,85
1150.044924,64
1150.042168,150
1150.040118,43
1150.040118,43
1150.040118,86
1150.040118,43
1150.040118,86
1150.038081,75.5
1150.035386,32.5
1150.035386,65
1150.035386,65
1150.035386,65
1150.035386,65
1150.035386,65
1150.030066,76.5
1150.026137,66
1150.026137,110
1150.026137,66
1150.026137,110
1150.026137,44
1150.026137,110
1150.026137,110
1150.026137,110
1150.026137,44
1150.026137,66
1150.026137,110
1150.026137,110
1150.023663,72.9
1150.020721,55.5
1150.020125,400
1150.020125,400
1150.020125,200
1150.020125,400
1150.020125,200
1150.019897,28.9
1150.017164,33.5
1150.01465,78.5
1150.012778,45
1150.012778,90
1150.012778,45
1150.012778,45
1150.012778,90
1150.012778,45
1150.012778,180
1150.012778,45
1150.012778,180
1150.012778,45
1150.012778,45
1150.012778,45
1150.012778,90
1150.012778,45
1150.012778,180
1150.012778,90
1150.0069,250
1150.0069,250
1150.0069,250
1150.006319,91
1150.003594,320
1150.003594,160
1150.003594,160
1150,23
1150,230
1150,46
1150,92
1150,55.2
1150,43.7
1150,29.9
1150,46
1150,36.8
1150,46
1150,64.4
1150,92
1150,46
1150,92
1150,46
1150,46
1150,92
1150,92
1150,48.3
1150,34.5
1150,92
1149.987766,47
1149.987137,44.7
1149.978137,52.6
1149.976042,48
1149.954002,50
1149.954002,150
1149.954002,25
1149.954002,50
1149.954002,50
1149.954002,200
1149.954002,50
1149.954002,25
1149.94363,51
1149.933658,26
1149.914821,27
1149.908849,82
1149.905917,55
1149.897331,28
1149.897331,28
1149.865849,30
1149.865849,30
1149.865849,60
1149.865849,30
1149.865849,30
1149.852886,680
1149.852886,680
1149.844862,63
1149.831948,65
1149.831948,65
1149.831948,65
1149.831948,65
1149.825784,33
1149.802891,35
1149.802891,35
1149.802891,35
1149.802891,35
1149.782474,37
1149.773071,38
1149.764151,39
1149.758454,71.4
1149.755677,40
1149.755677,40
1149.73994,42
1149.73262,43
1149.718958,45
1149.718958,45
1149.718958,45
1149.680644,41.4
1149.65712,57
1149.602824,52.1
1149.580741,85
1149.425287,18
1149.409116,81.7
1149.330925,140
1149.3152,120
1149.299873,63.2
1149.253731,77
1149.207851,48.6
1149.207851,48.6
1149.185123,55
1149.161112,50
1149.131767,180
1149.095088,120
1149.053245,71
1148.930059,80
1148.869271,190
1148.813803,79.9
1148.717949,44.8
1148.587056,37.8
1148.453608,55.7
1148.447469,27
1148.197597,43
1148.178861,180
1148.171905,53.7
1148.148148,31
1148.105626,50
1148.105626,70
1148.083285,59
1148.021495,94
1148,57.4
1147.916667,55.1
1147.869674,45.8
1147.866013,110
1147.866013,110
1147.866013,110
1147.866013,110
1147.866013,110
1147.672552,42.9
1147.540984,74.2
1147.342995,38
1147.272727,63.1
1147.227533,48
1147.227533,54
1147.206133,410
1147.098516,68
1147.081315,45
1147.065926,95
1147.052076,50
1147.052076,50
1147.028154,55
1146.851619,210
1146.851619,210
1146.480331,88.6
1146.411483,59.9
1146.114244,93.5
1146.072098,55
1146.025878,93
1146.025878,93
1146.000458,50
1145.751673,190
1145.569102,140
1145.569102,140
1145.387905,150
1145.339652,29
1145.339652,43.5
1145.203111,53
1145.194274,28
1145.172657,65
1145.172657,65
1145.155113,29.9
1145.127366,49
1145.127366,49
1145.12222,52
1145.117635,110
1145.117635,110
1145.100605,70
1145.093492,79
1145.089586,85
1145.076172,230
1145.038168,75
1145.038168,51
1145.038168,45
1145.038168,42
1145.038168,60
1145.038168,27
1145,45.8
1145,45.8
1145,45.8
1144.994246,19.9
1144.86338,150
1144.444444,41.2
1144.262295,34.9
1144.16476,45
1144.006101,330
1144,57.2
1143.318313,170
1143.318313,170
1143.168209,63
1143.094669,110
1143.094669,330
1143.074871,60
1142.857143,100
1142.857143,40
1142.743578,230
1142.421935,120
1142.041399,96
1142.015104,62
1141.987057,150
1141.91461,180
1141.91461,180
1141.900122,75
1141.666667,68.5
1141.552511,120
1141.552511,120
1141.476111,61.4
1141.288645,39.5
1141.262998,45
1141.078838,110
1141.064042,80
1140.978534,59
1140.798559,38
1140.385372,29
1140.303359,42.1
1140.250855,50
1140.250855,40
1140.250855,50
1140.223193,47
1140.215716,37
1140.19176,44
1140.19176,44
1140.186916,30.5
1140.17438,34
1140.16288,26.6
1140.161195,58
1140.155729,82
1140.150851,65
1140.150851,65
1140.129922,86
1140.114011,38
1140.114011,76
1140.114011,76
1140.10641,45
1140.10641,45
1140.096618,59
1140.096618,47.2
1140.088357,80
1140.065147,35
1140.065147,49
1140.030114,53
1140.024783,46
1140.024783,46
1140.021459,85
1140.021459,85
1140.017539,78
1140.017539,78
1140.014509,110
1140.0114,380
1140.007125,96
1140.007125,32
1140,45.6
1139.963168,61.9
1139.950894,65
1139.950894,65
1139.925905,120
1139.915426,62
1139.879498,70
1139.864449,74
1139.860937,100
1139.817629,45
1139.742319,46
1139.589905,57.8
1139.534884,49
1139.473684,43.3
1139.438826,160
1139.357687,160
1139.298192,150
1139.287027,31
1139.240506,18.9
1139.211666,50
1139.177811,23
1139.13751,84
1139.130435,39.3
1139.088729,38
1139.060275,72
1139.04709,82
1139.04709,82
1139.028476,68
1139.018692,78
1139.014684,83
1138.998772,83.5
1138.996139,47.2
1138.952164,55
1138.888889,41
1138.888889,41
1138.747378,38
1138.637446,23.9
1138.554217,18.9
1138.495093,52.2
1138.408304,32.9
1138.211382,72.8
1138.147567,58
1138.088012,75
1138.014528,94
1138.009518,55
1137.931034,33
1137.656428,110
1137.656428,120
1137.504182,34
1137.487636,23
1137.440758,26.4
1137.197359,62
1137.158852,65
1137.158852,65
1137.158852,65
1137.138958,50
1137.114901,86
1137.109119,52
1137.068431,55
1137.065876,92
1136.959944,65
1136.917896,97.9
1136.363636,29
1136.363636,100
1136.363636,35
1136.363636,31
1136.25,90.9
1136.165006,65
1136.156648,49.9
1136.115359,52
1136.076748,90
1136.059877,85
1136.040897,40
1136.00996,36.5
1135.975725,59.9
1135.714286,31.8
1135.659715,110
1135.288553,36
1135.273425,35.5
1135.241856,46
1135.235732,36.6
1135.216953,45
1135.190918,66
1135.190918,55
1135.172896,130
1135.169224,54
1135.169224,54
1135.166764,58.2
1135.159679,75
1135.159679,75
1135.159679,75
1135.149573,85
1135.12673,73
1135.123336,52
1135.099043,51
1135.07378,60
1135.07378,40
1135.07378,90
1135.07378,50
1135.07378,50
1135.07378,40
1135.07378,70
1135.07378,50
1135.07378,30
1135.07378,60
1135.066582,71.6
1135.040745,39
1135.040745,78
1135.040745,39
1135.03305,60.1
1134.997997,170
1134.910486,35.5
1134.90756,62
1134.90202,150
1134.768367,48.5
1134.716321,45.4
1134.269105,160
1134.215501,30
1134.215501,54
1134.154245,35
1134.141572,58
1134.141572,87
1134.081512,96
1134.044001,100
1133.982497,92
1133.97732,27
1133.95827,75
1133.884298,34.3
1133.658315,100
1133.38528,160
1133.333333,40.8
1133.243255,260
1133.144476,72
1133.144476,28
1133.110687,95
1133.093525,63
1133.086115,55
1133.040936,62
1133.033796,58
1132.759402,50
1132.601499,260
1132.557479,39.9
1132.502831,100
1132.502831,130
1132.342534,320
1132.125733,85
1132.024004,41.5
1132.019994,77
1131.901132,49
1131.418625,13
1131.270011,31.8
1131.150632,180
1131.090487,78
1131.03894,70
1131.028596,53
1130.85622,63
1130.58225,100
1130.399677,28
1130.369254,30
1130.311615,39.9
1130.308413,70
1130.298273,36
1130.247578,42
1130.238219,130
1130.22113,46
1130.163679,29
1130.156338,60
1130.149471,31
1130.143034,64
1130.136986,49.5
1130.125928,70
1130.125928,35
1130.125928,35
1130.125928,70
1130.12086,72
1130.116066,37
1130.099228,41
1130.085384,90
1130.085384,45
1130.085384,90
1130.085384,45
1130.082299,92
1130.059585,55
1130.044843,63
1130.028627,75
1130.023307,160
1130.022321,81
1130.014439,180
1130.010705,95
1130.00932,97
1130.00932,97
1130.004305,1050
1129.943503,190
1129.943503,130
1129.943503,26
1129.943503,70
1129.943503,30
1129.943503,50
1129.943503,70
1129.908619,91.5
1129.908619,91.5
1129.868404,85
1129.868404,85
1129.827445,27.5
1129.639591,42
1129.271917,38
1129.264777,47
1129.144852,64.7
1128.907077,160
1128.744939,69.7
1128.652215,47.9
1128.502036,230
1128.472222,26
1128.227381,52
1128.172987,72
1128.09856,76
1128.080528,130
1128.069011,85
1128.031585,20
1128.031585,80
1128,28.2
1127.860027,41.9
1127.626858,22
1127.57732,140
1127.57732,140
1127.395716,30
1127.272727,31
1127.219417,69.2
1127.214171,42
1127.16763,39
1127.094765,76
1126.985858,310
1126.797905,170
1126.797905,170
1126.797905,170
1126.77772,370
1126.549005,120
1126.190476,47.3
1125.990268,280
1125.967628,160
1125.895599,88
1125.575022,230
1125.443685,130
1125.325752,190
1125.311721,36.1
1125.311721,36.1
1125.304136,37
1125.28132,30
1125.265393,26.5
1125.259106,38
1125.244618,46
1125.244618,23
1125.2215,38.1
1125.204583,55
1125.175809,56
1125.175809,32
1125.175809,56
1125.175809,40
1125.169453,24.9
1125.137212,82
1125.137212,82
1125.124461,33.9
1125.118612,83
1125.112511,100
1125.100455,42
1125.100455,42
1125.082727,85
1125.082727,85
1125.082727,85
1125.082727,85
1125.082727,51
1125.080593,34.9
1125.070317,60
1125.065411,43
1125.061145,69
1125.054089,26
1125.054089,26
1125.054089,26
1125.04018,35
1125.04018,140
1125.04018,35
1125.04018,35
1125.04018,35
1125.04018,70
1125.04018,35
1125.039173,35.9
1125.028996,97
1125.017578,400
1125.017578,80
1125.015801,89
1125,60.3
1125,72
1125,45
1125,27
1125,69.3
1125,31.5
1125,36
1124.974432,55
1124.974432,110
1124.96943,92
1124.96943,46
1124.961995,37
1124.925992,38
1124.903026,29
1124.891837,39
1124.885216,49
1124.87361,44.5
1124.615385,73.1
1124.567474,26
1124.444444,50.6
1124.236253,27.6
1124.137931,32.6
1124.054772,55
1123.974373,100
1123.974373,100
1123.809524,47.2
1123.688002,54.6
1123.595506,33
1123.404255,52.8
1123.374064,28.5
1123.333333,33.7
1123.333333,33.7
1123.304243,130
1123.304243,130
1123.188406,62
1123.126785,350
1123.126785,350
1122.754491,30
1122.460433,100
1122.362869,39.9
1122.225696,35.9
1122.171946,62
1122.140699,78
1122.10568,56.7
1122.099658,59
1122.094577,42
1122.067324,99
1122.019635,120
1122.019635,48
1121.95122,29.9
1121.94701,130
1121.89441,28.9
1121.875,35.9
1121.828476,53.5
1121.771218,45.6
1121.579183,100
1121.446006,170
1121.212121,37
1121.183206,47
1121.160027,300
1121.14606,72
1121.136928,49.7
1121.076233,45
1121.076233,40
1121.076233,45
1121.076233,65
1121.076233,60
1120.833333,80.7
1120.657452,120
1120.593052,130
1120.547299,190
1120.547299,190
1120.547299,190
1120.547299,190
1120.283019,38
1120.259481,44.9
1120.238984,45
1120.224982,47.8
1120.211997,46.5
1120.193763,37
1120.186698,48
1120.186698,48
1120.162933,55
1120.162933,44
1120.162933,33
1120.162933,66
1120.157908,45.4
1120.134416,80
1120.134416,40
1120.134416,40
1120.1236,58
1120.1236,87
1120.1236,58
1120.117907,45.6
1120.110288,65
1120.099564,36
1120.099564,72
1120.079064,68
1120.079064,68
1120.071685,50
1120.071685,75
1120.071685,75
1120.071685,75
1120.065565,82
1120.056003,64
1120.045951,78
1120.045951,39
1120.042166,85
1120.041483,43.2
1120.040181,44.6
1120.038958,46
1120.036203,99
1120.029867,180
1120.029867,120
1120.029867,60
1120.018863,95
1120,36.4
1120,44.8
1120,42
1120,35
1120,35
1120,42
1120,28
1120,42
1120,42
1119.94806,69
1119.938493,43.7
1119.917298,32.5
1119.886832,95
1119.837115,38.5
1119.728551,23.1
1119.512195,45.9
1119.512195,45.9
1119.483315,52
1119.444444,40.3
1119.128258,76
1119.104716,28
1119.104716,70
1119.068935,50
1118.985453,180
1118.985453,180
1118.956255,72.9
1118.899273,43.1
1118.864852,48.1
1118.864852,48.1
1118.805786,72.7
1118.75,53.7
1118.681989,110
1118.604651,48.1
1118.604651,48.1
1118.604651,48.1
1118.518519,30.2
1118.257261,53.9
1118.181818,36.9
1118.181818,49.2
1118.039131,52
1117.852975,47.9
1117.775354,61.5
1117.647059,39.9
1117.55256,320
1117.200675,53
1117.126407,130
1117.068811,75
1116.990006,57
1116.965227,31.8
1116.830797,49.9
1116.569897,100
1116.504854,39.1
1116.486788,120
1116.486788,180
1116.29795,110
1116.27907,120
1116.217991,34
1116.138763,37
1116.071429,45
1116.04312,88
1116.005874,38
1115.866707,36.5
1115.760112,120
1115.688294,130
1115.625,35.7
1115.401115,26
1115.241636,48
1115.215725,160
1115.209989,39.3
1115.184846,36.5
1115.166261,55
1115.137998,80
1115.137998,80
1115.137998,80
1115.137998,40
1115.137998,80
1115.133961,77
1115.133961,77
1115.114085,65
1115.114085,65
1115.107914,93
1115.107914,62
1115.103457,90
1115.082202,31.2
1115.075825,100
1115.075825,75
1115.053218,44
1115.053218,44
1115.04657,85
1115.04657,85
1115.03438,120
1115.03438,120
1115.030151,98
1115.030151,98
1115.004779,35
1115.004779,70
1114.982578,80
1114.965312,45
1114.94558,42
1114.881241,46
1114.827202,60
1114.781173,40.5
1114.714228,220
1114.413076,45
1114.294811,35
1114.285714,31.2
1114.206128,40
1114.206128,100
1114.126553,78
1114.112086,66
1114.050968,80
1113.924051,66
1113.888889,40.1
1113.888889,40.1
1113.793103,32.3
1113.243762,29
1113.111802,68
1113.109962,49.5
1113.043478,64
1113.013699,39
1113.000464,72
1112.842199,150
1112.842199,150
1112.711088,170
1112.638262,170
1112.522686,61.3
1112.251882,130
1112.162802,70.5
1112.126752,73
1112.116902,86
1112.055532,78.5
1111.848656,33.5
1111.111111,75
1111.111111,60
1111.111111,15.9
1111.111111,17.1
1111.111111,100
1111.111111,18
1111.111111,44
1111.111111,16.5
1111.111111,25
1111.111111,60
1111.111111,24
1111.111111,55
1111.111111,36
1110.905388,60
1110.828673,43.7
1110.617503,25
1110.574602,23
1110.49417,20
1110.49417,180
1110.429448,18.1
1110.406091,140
1110.388202,51.2
1110.385369,17
1110.363392,33
1110.340042,32
1110.274746,29.5
1110.229976,42
1110.213969,55
1110.213969,55
1110.213969,55
1110.197368,27
1110.195675,53.9
1110.185956,40
1110.176619,66
1110.162254,65
1110.162254,65
1110.162254,65
1110.157368,38.8
1110.149942,77
1110.143666,51
1110.124334,50
1110.124334,50
1110.114375,49.5
1110.095338,85
1110.095338,85
1110.095338,85
1110.084965,60.1
1110.083256,48
1110.083256,60
1110.083256,60
1110.083256,72
1110.072447,95
1110.062893,35.3
1110.053917,70
1110.053917,210
1110.053917,70
1110.053917,35
1110.053917,35
1110.053917,70
1110.045916,220
1110.045224,81
1110.042182,150
1110.03861,46
1110.03861,23
1110.03861,46
1110.03861,92
1110.031913,80
1110.031913,160
1110.026836,45.5
1110.022853,68
1110.022853,34
1110.0148,90
1110.0148,90
1110.0148,45
1110.006627,67
1110,66.6
1109.989909,55
1109.960041,75
1109.877913,20
1109.877913,60
1109.813084,57
1109.783165,65
1109.33925,160
1109.193986,180
1109.177903,51
1109.165207,38
1109.148017,56.5
1109.139308,150
1109.11271,37
1109.09914,24.5
1108.98138,81
1108.62069,64.3
1108.297624,56.9
1108.29639,35
1108.29639,17.5
1108.186729,160
1108.166707,46
1108.074167,150
1108.021077,75.7
1108.000933,95
1107.894737,42.1
1107.88783,80.2
1107.769424,88.4
1107.726392,40
1107.624146,180
1107.419712,130
1107.419712,130
1107.419712,130
1107.419712,130
1107.419712,130
1107.419712,130
1107.113202,40
1107.064822,76
1107.05913,42.5
1107.016509,75.1
1107.01107,57
1107.01107,48
1106.924164,47
1106.83603,210
1106.83603,210
1106.806862,100
1106.595811,35.4
1106.19469,55
1106.19469,160
1106.19469,45
1106.147628,52
1106.139002,79.1
1106.106106,44.2
1106.074343,61
1106.074343,61
1106.050748,85
1106.006466,65
1106.006466,130
1105.845182,42
1105.827712,200
1105.683837,24.9
1105.583195,120
1105.527638,110
1105.379514,30
1105.277701,40
1105.237866,46
1105.198526,54
1105.157401,66
1105.146827,70
1105.128932,78
1105.121294,41
1105.114366,86
1105.108055,45
1105.108055,45
1105.083384,55
1105.079488,57
1105.060858,69
1105.060858,69
1105.059594,280
1105.044202,85
1105.040973,44.5
1105.040211,180
1104.878049,45.3
1104.875482,31.5
1104.850293,100
1104.827308,54.7
1104.823498,41
1104.815864,39
1104.79798,140
1104.761905,34.8
1104.679209,22.9
1104.347826,50.8
1104.100946,35
1104.100946,70
1104.09398,250
1104.057411,120
1104.057411,200
1104.041916,59
1103.996467,100
1103.571429,61.8
1103.14396,60
1103.117506,69
1103.102476,35.2
1103.094628,370
1102.978041,110
1102.767421,210
1102.607342,170
1102.535832,170
1102.414287,100
1102.362205,51.8
1102.236422,48.3
1102.145247,56
1102.12766,51.8
1102.11426,73.5
1102.088167,57
1102.083333,52.9
1102.080624,33.9
1102.080624,33.9
1102.071006,59.6
1102.029571,360
1102.015113,70
1102.003643,72.6
1101.928375,100
1101.928375,100
1101.726037,150
1101.66824,140
1101.564221,150
1101.159888,75
1101.152369,43
1101.152369,43
1101.141925,54
1101.101101,66
1101.055807,36.5
1100.917431,60
1100.803958,53.4
1100.608572,170
1100.608572,170
1100.535396,18.5
1100.535396,18.5
1100.513573,270
1100.478469,23
1100.478469,23
1100.478469,23
1100.478469,23
1100.478469,23
1100.473203,200
1100.41841,26.3
1100.41841,26.3
1100.412655,24
1100.412655,24
1100.375738,20.5
1100.375738,20.5
1100.375738,20.5
1100.352113,25
1100.352113,25
1100.352113,25
1100.352113,25
1100.352113,150
1100.352113,25
1100.352113,25
1100.352113,25
1100.352113,25
1100.352113,25
1100.352113,25
1100.352113,25
1100.352113,25
1100.352113,25
1100.352113,25
1100.352113,25
1100.352113,25
1100.352113,25
1100.352113,150
1100.323625,34
1100.323625,34
1100.323625,34
1100.323625,17
1100.323625,34
1100.323625,34
1100.296234,26
1100.296234,26
1100.296234,26
1100.296234,26
1100.292113,33.9
1100.28293,35
1100.28293,35
1100.28293,35
1100.28293,35
1100.28293,35
1100.28293,35
1100.28293,35
1100.28293,35
1100.28293,35
1100.28293,35
1100.28293,35
1100.28293,35
1100.244499,45
1100.244499,27
1100.244499,45
1100.244499,27
1100.244499,36
1100.244499,36
1100.244499,45
1100.244499,27
1100.244499,45
1100.244499,36
1100.244499,36
1100.244499,36
1100.244499,27
1100.244499,45
1100.244499,45
1100.244499,45
1100.244499,27
1100.244499,45
1100.244499,45
1100.244499,45
1100.244499,31.5
1100.244499,45
1100.244499,36
1100.244499,27
1100.244499,36
1100.21526,46
1100.21526,46
1100.212089,41.5
1100.208147,37
1100.208147,37
1100.208147,37
1100.208147,37
1100.208147,37
1100.203114,32.5
1100.203114,32.5
1100.196464,28
1100.196464,28
1100.196464,28
1100.196464,28
1100.196464,28
1100.196464,56
1100.196464,28
1100.196464,28
1100.196464,56
1100.196464,28
1100.190235,34.7
1100.187266,47
1100.187266,47
1100.187266,47
1100.187266,23.5
1100.187266,47
1100.185529,59.3
1100.181206,42.5
1100.178891,61.5
1100.173712,38
1100.173712,38
1100.173712,38
1100.173712,38
1100.173712,38
1100.173712,57
1100.173712,38
1100.173712,38
1100.173712,38
1100.173712,57
1100.173712,38
1100.173712,38
1100.173712,38
1100.173712,38
1100.164204,33.5
1100.164204,67
1100.16044,48
1100.16044,48
1100.16044,48
1100.16044,48
1100.16044,48
1100.16044,48
1100.16044,48
1100.157729,27.9
1100.151745,29
1100.151745,29
1100.151745,29
1100.151745,58
1100.151745,58
1100.151745,58
1100.151745,58
1100.151745,58
1100.151745,58
1100.151745,58
1100.151745,29
1100.151745,29
1100.151745,29
1100.146199,60.2
1100.145608,68
1100.141044,78
1100.141044,39
1100.141044,39
1100.141044,62.4
1100.141044,39
1100.141044,39
1100.13471,49
1100.13471,49
1100.127551,34.5
1100.125331,79
1100.125331,79
1100.125331,79
1100.119393,64.5
1100.110011,70
1100.110011,60
1100.110011,110
1100.110011,40
1100.110011,30
1100.110011,50
1100.110011,90
1100.110011,90
1100.110011,30
1100.110011,40
1100.110011,40
1100.110011,40
1100.110011,60
1100.110011,40
1100.110011,40
1100.110011,60
1100.110011,100
1100.110011,50
1100.110011,30
1100.110011,40
1100.110011,80
1100.110011,80
1100.110011,30
1100.110011,40
1100.110011,60
1100.110011,40
1100.110011,70
1100.110011,40
1100.110011,80
1100.110011,40
1100.110011,60
1100.110011,50
1100.110011,50
1100.110011,70
1100.110011,100
1100.110011,40
1100.110011,100
1100.110011,100
1100.110011,100
1100.110011,30
1100.110011,100
1100.110011,30
1100.110011,80
1100.110011,30
1100.110011,20
1100.110011,40
1100.110011,60
1100.110011,90
1100.110011,70
1100.110011,30
1100.110011,70
1100.110011,30
1100.110011,40
1100.110011,80
1100.110011,40
1100.110011,40
1100.110011,40
1100.110011,30
1100.110011,30
1100.110011,40
1100.110011,100
1100.110011,90
1100.110011,60
1100.110011,30
1100.110011,40
1100.110011,40
1100.110011,80
1100.110011,70
1100.110011,70
1100.110011,60
1100.110011,100
1100.110011,50
1100.110011,60
1100.110011,40
1100.110011,60
1100.110011,70
1100.101626,43.3
1100.096712,91
1100.096712,91
1100.09507,81
1100.092966,35.5
1100.086281,51
1100.080494,82
1100.080494,41
1100.076394,72
1100.070972,93
1100.070972,62
1100.070972,31
1100.070972,31
1100.070972,62
1100.070972,31
1100.070972,31
1100.070972,31
1100.070972,31
1100.070972,93
1100.06854,32.1
1100.066269,83
1100.066269,49.8
1100.066269,83
1100.065189,67.5
1100.063465,52
1100.063465,52
1100.060277,73
1100.060277,73
1100.060277,73
1100.058514,94
1100.057394,57.5
1100.052383,63
1100.052383,42
1100.052383,42
1100.052383,63
1100.052383,63
1100.052383,42
1100.052383,21
1100.052383,42
1100.052383,84
1100.052383,21
1100.052383,63
1100.052383,42
1100.052383,42
1100.052383,42
1100.052383,42
1100.052383,42
1100.052383,21
1100.052383,42
1100.052383,21
1100.051046,43.1
1100.049502,200
1100.049502,200
1100.049502,200
1100.047416,46.4
1100.046318,95
1100.046318,95
1100.046318,190
1100.046318,95
1100.046318,95
1100.046318,47.5
1100.046318,95
1100.046318,95
1100.046318,190
1100.046318,95
1100.046318,95
1100.046318,95
1100.044596,74
1100.042779,180
1100.041511,26.5
1100.041511,53
1100.038825,85
1100.038825,85
1100.038825,85
1100.038825,170
1100.038825,85
1100.038825,85
1100.038825,85
1100.038825,85
1100.038825,85
1100.034376,32
1100.034376,32
1100.034376,32
1100.034376,96
1100.034376,64
1100.034376,160
1100.034376,32
1100.034376,32
1100.034376,160
1100.034376,32
1100.029334,150
1100.029334,75
1100.029334,75
1100.029334,300
1100.029334,75
1100.029334,75
1100.029334,75
1100.029334,37.5
1100.026552,290
1100.025582,86
1100.025582,86
1100.025582,43
1100.025582,43
1100.025582,43
1100.025582,43
1100.025582,43
1100.025582,43
1100.025582,86
1100.024944,44.1
1100.020371,54
1100.020371,54
1100.020371,54
1100.020371,54
1100.020371,54
1100.016923,130
1100.016923,65
1100.016923,65
1100.016923,65
1100.016923,65
1100.016923,130
1100.016923,65
1100.016923,65
1100.016923,65
1100.016923,390
1100.016923,65
1100.016923,65
1100.016923,65
1100.016923,65
1100.016923,130
1100.012644,87
1100.009167,240
1100.009167,120
1100.009167,120
1100.009167,120
1100.007021,470
1100.004783,230
1100.004783,230
1100,22
1100,27.5
1100,110
1100,22
1100,35.2
1100,38.5
1100,275
1100,57.2
1100,33
1100,66
1100,330
1100,66
1100,44
1100,88
1100,22
1100,55
1100,55
1100,55
1100,55
1100,36.3
1100,330
1100,33
1100,44
1100,42.9
1100,22
1100,55
1100,110
1100,220
1100,55
1100,66
1100,66
1100,38.5
1100,220
1100,55
1100,44
1100,49.5
1100,55
1100,42.9
1100,110
1100,110
1100,33
1100,27.5
1100,66
1100,33
1100,33
1100,55
1100,60.5
1100,110
1100,55
1100,44
1100,66
1100,62.7
1100,55
1100,13.2
1100,55
1100,55
1100,110
1100,46.2
1099.989,200
1099.975556,180
1099.975556,45
1099.975556,45
1099.975556,90
1099.975556,90
1099.974944,43.9
1099.972153,39.5
1099.967648,170
1099.96541,63.6
1099.961405,28.5
1099.958752,160
1099.958752,160
1099.958752,80
1099.958752,160
1099.958752,80
1099.954359,24.1
1099.952176,69
1099.949774,21.9
1099.943106,58
1099.937146,35
1099.937146,70
1099.937146,70
1099.937146,35
1099.937146,35
1099.935107,33.9
1099.932931,82
1099.928109,76.5
1099.925429,59
1099.908341,36
1099.908341,48
1099.908341,48
1099.908341,48
1099.903939,22.9
1099.89648,85
1099.887767,49
1099.885938,67.5
1099.868016,25
1099.868016,25
1099.868016,25
1099.868016,75
1099.855282,38
1099.855282,38
1099.843994,28.2
1099.830795,52
1099.830795,52
1099.830795,65
1099.830795,32.5
1099.830795,52
1099.830795,32.5
1099.807534,40
1099.807534,40
1099.807534,40
1099.807534,40
1099.80302,33.5
1099.796334,54
1099.796334,27
1099.776857,34.5
1099.76247,46.3
1099.706745,30
1099.680738,31
1099.678457,17.1
1099.627945,53.2
1099.626127,50
1099.611902,25.5
1099.585062,26.5
1099.537037,19
1099.494098,32.6
1099.387338,32.3
1099.356683,76.9
1099.29078,15.5
1099.275671,25.8
1099.201345,52.3
1099.142669,50
1099.118943,49.9
1099.024756,87.9
1099.016854,62.6
1099.009901,99.9
1099.009901,99.9
1099.00174,120
1098.901099,100
1098.885597,77.9
1098.807496,38.7
1098.666667,41.2
1098.538425,69.9
1098.461538,35.7
1098.398169,120
1098.370549,18.2
1098.354382,28.7
1098.297639,160
1098.283931,35.2
1098.158473,65
1098.146877,48
1098.122565,62
1098.119766,69.5
1098.096633,30
1098.059244,43
1098.018211,82
1097.996157,80
1097.972973,26
1097.959184,26.9
1097.95479,61.2
1097.943534,63
1097.881552,71
1097.867001,35
1097.836616,68
1097.804391,22
1097.777778,49.4
1097.774444,43.9
1097.560976,45
1097.54236,71.9
1097.54236,71.9
1097.464342,55.4
1097.453907,25
1097.372488,35.5
1097.213079,50
1097.157964,83
1097.148381,22.7
1097.132826,75
1097.132826,37.5
1097.092704,100
1097.087379,33.9
1097.025841,45
1096.972356,50
1096.950387,24.1
1096.9286,55
1096.774194,79.9
1096.698113,46.5
1096.394408,29.8
1096.201096,58
1096.153846,57
1096.067054,85
1096.067054,34
1096.057239,72
1095.69378,22.9
1095.390233,24
1095.322676,37
1095.311299,28.5
1095.305832,53.9
1095.290252,120
1095.290252,160
1095.290252,100
1095.290252,100
1095.290252,100
1095.290252,100
1095.290252,160
1095.238095,46
1095.238095,46
1095.211888,19.9
1095.181203,55
1095.17601,42
1095.156972,45
1095.156972,45
1095.140315,48
1095.140315,48
1095.140315,32
1095.125617,51
1095.114106,71.5
1095.100865,53.2
1095.100865,95
1095.092875,79
1095.088819,52.4
1095.057034,72
1095.050372,50
1095.041322,53
1095.037171,54.5
1095.023726,270
1095.023726,90
1095.008052,34
1095,65.7
1094.99852,37
1094.992051,55.1
1094.890511,51
1094.890511,48
1094.84599,35.9
1094.840564,240
1094.833429,210
